"plot","spp","cover"
"20","PIPR",0.827586206896552
"20","TRRA",0.00862068965517241
"20","VETH",0.00862068965517241
"21","BADI",0.181818181818182
"21","CARO",0.0909090909090909
"21","ELEL",0.727272727272727
"22","ELEL",0.0263157894736842
"22","FEAR",0.105263157894737
"22","MUMO",0.368421052631579
"22","MUST",0.421052631578947
"22","QUGA",0.0789473684210526
"23","ARLU",0.078125
"23","ASHU",0.0104166666666667
"23","BREU",0.0260416666666667
"23","MUMO",0.885416666666667
"24","COAN",0.0480769230769231
"24","ELEL",0.0961538461538461
"24","FEAR",0.192307692307692
"24","HOWR",0.0384615384615385
"24","LIMU",0.0480769230769231
"24","MUMO",0.192307692307692
"24","PIPR",0.384615384615385
"25","CARO",0.0384615384615385
"25","ERSP",0.0192307692307692
"25","FEAR",0.153846153846154
"25","MUMO",0.0576923076923077
"25","PIPR",0.615384615384615
"25","QUGA",0.115384615384615
"26","ARLU",0.0396039603960396
"26","CARO",0.198019801980198
"26","COAN",0.0396039603960396
"26","ERDI",0.099009900990099
"26","HOWR",0.0396039603960396
"26","MUMO",0.396039603960396
"26","MUST",0.099009900990099
"26","PAMU",0.0396039603960396
"26","PIPR",0.0495049504950495
"27","CARO",0.269814502529511
"27","COAN",0.00674536256323777
"27","FEAR",0.00674536256323777
"27","HOWR",0.00843170320404722
"27","MUMO",0.168634064080944
"27","MUST",0.438448566610455
"27","QUGA",0.101180438448567
"28","BADI",0.00452488687782805
"28","CEFE",0.217194570135747
"28","MUMO",0.398190045248869
"28","MUST",0.380090497737557
"29","CHAL",0.00497512437810945
"29","PIPR",0.99502487562189
"30","CHAL",0.0106951871657754
"30","LOWR",0.0267379679144385
"30","MUST",0.855614973262032
"30","PIPR",0.106951871657754
"31","PIPR",1
"32","CARO",0.0774193548387097
"32","CHAL",0.00645161290322581
"32","HEMU",0.516129032258065
"32","HEOB",0.0258064516129032
"32","MUST",0.103225806451613
"32","PIPR",0.258064516129032
"32","VETH",0.0129032258064516
"33","HEMU",0.702702702702703
"33","VETH",0.297297297297297
"34","CARO",0.133333333333333
"34","CHAL",0.0666666666666667
"34","COCA",0.0333333333333333
"34","CRFE",0.133333333333333
"34","MUST",0.366666666666667
"34","SATR",0.2
"34","VETH",0.0666666666666667
"35","COAN",0.027027027027027
"35","HEOB",0.0540540540540541
"35","LOWR",0.162162162162162
"35","MUMO",0.432432432432432
"35","PIPR",0.0540540540540541
"35","SCSC",0.27027027027027
"36","CEFE",0.112676056338028
"36","LUAR",0.0422535211267606
"36","MUST",0.845070422535211
"37","CHAL",0.0476190476190476
"37","MUST",0.952380952380952
"38","MUST",0.995850622406639
"38","PSMA",0.004149377593361
"41","COCA",0.00452488687782805
"41","MUST",0.633484162895928
"41","SATR",0.226244343891403
"41","SOTR",0.0452488687782805
"41","VETH",0.0904977375565611
"42","ELEL",0.0357142857142857
"42","MUST",0.5
"42","QUGA",0.428571428571429
"42","VETH",0.0357142857142857
"44","ELEL",0.15625
"44","MUMO",0.125
"44","MUST",0.09375
"44","VETH",0.625
"45","FEAR",0.210526315789474
"45","LIMA",0.0526315789473684
"45","PSMA",0.394736842105263
"45","VETH",0.342105263157895
"46","VETH",1
"47","ERNE",0.0606060606060606
"47","LOWR",0.484848484848485
"47","SATR",0.363636363636364
"47","SOVE",0.0909090909090909
"48","CHAL",0.0116279069767442
"48","FEAR",0.290697674418605
"48","TRRA",0.116279069767442
"48","VETH",0.581395348837209
"49","COCA",0.00778210116731518
"49","ELEL",0.272373540856031
"49","FEAR",0.116731517509728
"49","LIDA",0.0194552529182879
"49","LOWR",0.0778210116731518
"49","QUGA",0.0389105058365759
"49","VETH",0.46692607003891
"50","CEFE",0.421052631578947
"50","MUST",0.526315789473684
"50","VETH",0.0526315789473684
"51","ELEL",0.064
"51","SCSC",0.008
"51","VETH",0.928
"52","ELEL",0.0645161290322581
"52","LIDA",0.032258064516129
"52","LOWR",0.387096774193548
"52","PSMA",0.032258064516129
"52","VETH",0.483870967741935
"53","CIWH",0.123711340206186
"53","LIDA",0.0824742268041237
"53","LUAR",0.0103092783505155
"53","MUST",0.0824742268041237
"53","VETH",0.701030927835051
"54","GECA",0.0476190476190476
"54","HEMU",0.53968253968254
"54","LOWR",0.0952380952380952
"54","VETH",0.317460317460317
"55","CEFE",0.244897959183673
"55","HEMU",0.183673469387755
"55","MUST",0.530612244897959
"55","STTE",0.0408163265306122
"56","LOWR",0.00606060606060606
"56","MUST",0.218181818181818
"56","PSMA",0.121212121212121
"56","VETH",0.654545454545455
"57","CEFE",0.544871794871795
"57","CHAL",0.00641025641025641
"57","ELEL",0.16025641025641
"57","MUST",0.192307692307692
"57","PSMA",0.0961538461538462
"58","ELEL",0.32258064516129
"58","FEAR",0.290322580645161
"58","MUST",0.387096774193548
"59","CEFE",0.385964912280702
"59","HEMU",0.421052631578947
"59","VETH",0.192982456140351
"60","CHAL",0.0353982300884956
"60","ELEL",0.0353982300884956
"60","FEAR",0.141592920353982
"60","LOWR",0.00884955752212389
"60","MUST",0.743362831858407
"60","SATR",0.0353982300884956
